total_meters,price,floor,floors_count,rooms_count,location,district,underground
61.1,18300000,3,12,2,1,82,120
54.6,18490000,2,9,2,1,39,105
50.0,18500000,12,24,2,1,88,116
54.0,18500000,12,33,2,1,23,152
53.0,18800000,1,5,2,1,119,196
55.0,19000000,7,25,2,1,91,121
47.5,19000000,14,24,2,1,23,114
56.7,19000000,1,5,2,1,93,132
55.3,19500000,2,14,2,1,37,42
51.8,19500000,6,16,2,1,47,128
60.2,19490000,11,21,2,1,68,85
48.0,19690000,8,12,2,1,23,152
43.0,19600000,5,16,2,1,37,42
56.0,19800000,3,5,2,1,42,49
55.4,19950000,10,25,2,1,66,48
58.1,19860000,2,17,2,1,33,87
55.0,20900000,14,17,2,1,78,237
61.0,20850000,10,22,2,1,49,55
40.0,21000000,3,9,2,1,21,22
53.0,21080000,12,12,2,1,43,198
62.4,21000000,14,23,2,1,11,12
51.9,21000000,16,22,2,1,29,170
56.8,21500000,5,12,2,1,110,149
37.8,21500000,8,30,2,1,3,58
52.4,21800000,11,21,2,1,11,50
58.0,21900000,18,25,2,1,11,50
61.8,22000000,1,8,2,1,3,23
54.4,22000000,3,8,2,1,26,31
52.0,21990000,6,23,2,1,33,87
55.3,22673000,2,11,2,1,59,140
63.0,22900000,15,33,2,1,34,302
68.3,22975000,18,21,2,1,105,167
51.2,22850000,2,8,2,1,62,27
47.4,22990000,11,21,2,1,105,167
58.0,23000000,11,17,2,1,24,90
48.5,23495000,12,25,2,1,82,123
56.0,23999000,8,25,2,1,15,16
58.9,24200000,3,9,2,1,105,192
55.0,24500000,23,25,2,1,111,235
61.5,25000000,2,5,2,1,62,294
47.0,24950000,7,25,2,1,24,85
59.4,25000000,7,8,2,1,26,87
56.5,25400000,2,15,2,1,7,7
47.4,25499000,6,7,2,1,16,303
47.8,25800000,8,8,2,1,118,227
40.0,25800000,17,23,2,1,7,64
80.0,26000000,5,18,2,1,55,66
43.4,25990000,12,12,2,1,94,141
69.9,25999000,20,25,2,1,5,24
69.1,26700000,6,28,2,1,22,28
55.0,27000000,9,10,2,1,83,233
50.0,27000000,5,9,2,1,44,63
56.0,27800000,6,9,2,1,62,200
56.0,28000000,6,20,2,1,21,22
55.2,28000000,2,9,2,1,62,27
55.7,27900000,5,9,2,1,38,60
56.0,28500000,5,10,2,1,62,200
57.4,29000000,1,6,2,1,38,163
68.0,29000000,7,17,2,1,7,7
57.9,28990000,3,9,2,1,29,170
58.0,29500000,3,12,2,1,104,165
59.57,29371134,16,19,2,1,37,42
55.0,29700000,6,22,2,1,59,71
73.5,30000000,7,9,2,1,22,28
85.4,30000000,7,22,2,1,11,12
43.0,29950000,6,8,2,1,40,181
49.9,30300000,6,7,2,1,62,44
57.1,31000000,5,8,2,1,118,296
40.5,30900000,9,9,2,1,38,60
57.0,31200000,9,19,2,1,29,69
74.0,31100000,5,11,2,1,22,28
42.0,31500000,12,13,2,1,44,52
52.0,31400000,9,12,2,1,62,304
60.7,31500000,8,11,2,1,14,1
57.2,31790000,8,12,2,1,21,22
70.0,32320000,11,15,2,1,21,22
55.0,32600000,2,26,2,1,21,22
49.5,32500000,4,16,2,1,30,50
43.0,33217500,4,6,2,1,9,147
70.0,33000000,7,26,2,1,21,22
70.5,33500000,2,23,2,1,40,46
57.0,33900000,23,36,2,1,29,34
52.0,34000000,3,5,2,1,16,143
54.7,34000000,5,11,2,1,37,107
79.6,34000000,11,25,2,1,50,189
51.5,35000000,10,12,2,1,45,52
60.2,35000000,10,10,2,1,26,305
60.8,35500000,4,8,2,1,9,145
70.9,36000000,4,10,2,1,22,165
75.1,36000000,5,20,2,1,40,198
71.7,36499999,11,18,2,1,122,84
69.5,36490000,7,7,2,1,16,143
74.1,37000000,4,12,2,1,21,22
57.1,37000000,5,6,2,1,9,147
106.6,37990000,5,27,2,1,11,50
54.0,39000000,3,14,2,1,45,52
52.0,39500000,10,24,2,1,7,64
52.5,39500000,6,15,2,1,45,52
71.0,39650000,16,25,2,1,29,34
48.0,42000000,3,3,2,1,106,199
60.0,42000000,5,8,2,1,9,200
67.0,42600000,7,12,2,1,16,17
71.5,42900000,9,21,2,1,24,29
69.0,43000000,15,20,2,1,105,192
78.0,43500000,7,24,2,1,7,7
51.0,44300000,13,32,2,1,62,75
60.0,45500000,4,24,2,1,7,289
52.0,47000000,4,4,2,1,95,168
63.0,49000000,6,7,2,1,94,306
60.6,50000000,20,33,2,1,30,50
60.0,51900000,10,24,2,1,7,64
54.4,54400000,4,9,2,1,44,63
76.3,56000000,3,24,2,1,30,73
84.0,56500000,6,28,2,1,21,27
56.0,60000000,5,5,2,1,16,307
85.5,64000000,9,17,2,1,44,52
82.3,65000000,1,10,2,1,9,147
52.4,8100000,11,14,2,1,12,48
44.3,8900000,9,9,2,1,4,77
45.0,9400000,9,9,2,1,2,210
39.1,9600000,1,5,2,1,84,222
41.3,9750000,5,5,2,1,121,221
42.8,10000000,1,5,2,1,85,77
44.8,9950000,8,9,2,1,71,159
37.9,10100000,4,12,2,1,20,21
44.0,10500000,2,9,2,1,4,77
45.0,10500000,4,9,2,1,66,174
46.7,10500000,7,14,2,1,12,48
40.8,10600000,1,5,2,1,88,120
36.7,10700000,1,9,2,1,78,99
44.2,10790000,2,12,2,1,6,122
37.1,11000000,5,9,2,1,49,55
47.5,11000000,6,12,2,1,72,217
40.0,11000000,5,24,2,1,25,54
54.4,11350000,9,17,2,1,2,2
40.0,11400000,4,12,2,1,84,111
46.0,11350000,9,9,2,1,11,12
44.8,11420000,12,12,2,1,101,4
43.0,11400000,9,9,2,1,86,113
37.1,11500000,7,9,2,1,49,55
53.6,11500000,14,17,2,1,121,221
44.5,11499999,8,9,2,1,84,111
44.7,11800000,9,9,2,1,112,193
50.9,11900000,3,9,2,1,100,33
40.0,12000000,10,25,2,1,28,33
52.0,12000000,1,12,2,1,49,55
44.7,12100000,8,9,2,1,74,94
39.2,12000000,8,12,2,1,33,38
44.1,12000000,8,9,2,1,63,308
42.2,12000000,9,9,2,1,55,194
44.5,12000000,6,9,2,1,57,159
52.1,12000000,10,14,2,1,28,33
37.9,12200000,4,9,2,1,88,120
42.0,12399000,13,17,2,1,28,33
51.2,12300000,17,17,2,1,76,21
38.0,12300000,3,9,2,1,17,18
45.0,12298000,3,9,2,1,103,159
46.0,12400000,4,9,2,1,73,153
44.2,12600000,5,9,2,1,109,211
42.2,12500000,9,12,2,1,51,37
51.7,12500000,16,17,2,1,28,33
44.0,12700000,3,9,2,1,122,61
41.0,12700000,13,14,2,1,90,131
51.5,12700000,14,14,2,1,20,21
52.3,12700000,9,9,2,1,64,217
56.0,12700000,8,18,2,1,2,2
44.7,12800000,7,9,2,1,85,18
48.6,12790000,5,9,2,1,72,93
44.7,12800000,3,12,2,1,20,21
47.5,12999996,2,12,2,1,32,37
55.6,12950000,1,5,2,1,66,13
45.5,13000000,2,9,2,1,51,57
37.2,13250000,6,12,2,1,77,96
38.8,13200000,7,14,2,1,45,83
53.9,13300000,1,5,2,1,111,108
47.3,13300000,10,14,2,1,103,159
58.0,13500000,6,14,2,1,79,33
44.6,13500000,2,9,2,1,97,178
44.9,13500000,11,12,2,1,20,21
51.1,13500000,2,14,2,1,12,48
53.6,13490000,12,16,2,1,116,156
47.0,13500000,3,12,2,1,123,153
44.0,13500000,6,12,2,1,73,47
52.1,13550000,5,12,2,1,91,121
40.9,13700000,5,5,2,1,44,63
52.0,13700000,4,14,2,1,31,173
50.2,13750000,1,17,2,1,20,21
45.0,13800000,4,9,2,1,20,21
44.3,13800000,2,9,2,1,1,186
50.4,13800000,2,14,2,1,11,183
53.5,13800000,14,15,2,1,74,94
43.5,13800000,6,9,2,1,99,68
45.2,13800000,10,14,2,1,68,226
55.0,13800000,11,12,2,1,102,300
53.2,14000000,5,8,2,1,12,48
71.4,13990000,1,4,2,1,115,208
40.0,14000000,8,14,2,1,103,159
42.0,14000000,9,9,2,1,75,95
53.7,14000000,4,17,2,1,89,117
56.7,14000000,8,22,2,1,58,114
37.3,13999999,2,9,2,1,93,132
45.6,14000000,3,12,2,1,41,151
51.0,13999000,6,17,2,1,18,19
44.3,13990000,1,12,2,1,48,122
51.2,14200000,2,12,2,1,73,153
44.8,14100000,5,9,2,1,54,130
58.2,14299999,16,16,2,1,81,151
56.8,14300000,22,23,2,1,2,2
44.7,14300000,6,12,2,1,47,45
64.0,14500000,7,17,2,1,2,2
38.6,14450000,7,14,2,1,48,6
57.1,14600000,5,5,2,1,39,45
42.1,14700000,10,21,2,1,57,159
44.0,14750000,1,5,2,1,93,161
56.1,14800000,3,17,2,1,23,26
53.4,14800000,9,17,2,1,35,40
38.0,14900000,4,9,2,1,29,125
39.0,14890000,11,12,2,1,63,38
49.4,15000000,16,16,2,1,34,202
43.0,15000000,5,5,2,1,44,52
35.0,15000000,5,19,2,1,93,96
44.0,15000000,9,9,2,1,110,149
60.5,15000000,1,22,2,1,123,223
52.9,15300000,6,24,2,1,25,214
54.0,15400000,10,12,2,1,102,164
65.0,15400000,4,5,2,1,109,213
60.6,15500000,17,23,2,1,98,154
40.0,15550000,6,9,2,1,99,15
44.1,15500000,5,9,2,1,81,41
40.0,15500000,1,5,2,1,93,233
37.5,15500000,8,9,2,1,42,49
45.0,15690000,6,12,2,1,77,25
44.9,15700000,3,9,2,1,56,138
54.0,15800000,14,14,2,1,35,40
65.0,15800000,8,24,2,1,10,11
40.0,15800000,13,32,2,1,66,174
54.0,15890000,4,17,2,1,88,116
58.0,15800000,15,22,2,1,53,61
54.0,15950000,4,5,2,1,77,126
51.0,15900000,10,16,2,1,99,68
53.6,16000000,2,17,2,1,65,135
43.0,16193824,2,5,2,1,40,309
64.3,16300000,17,27,2,1,2,2
34.0,16300000,19,23,2,1,34,310
51.2,16300000,3,9,2,1,12,48
45.4,16200000,2,5,2,1,68,226
41.1,16500000,1,5,2,1,62,304
39.0,16500000,1,22,2,1,5,5
45.0,16400000,3,9,2,1,80,196
53.7,16700000,7,15,2,1,87,115
54.2,16800000,16,17,2,1,89,127
41.6,16800000,2,5,2,1,123,223
55.0,16700000,4,14,2,1,89,127
41.5,17000000,2,16,2,1,13,14
43.1,16990000,3,14,2,1,111,108
47.0,17000000,3,9,2,1,29,69
54.0,17000000,4,16,2,1,18,121
56.0,16900000,2,22,2,1,32,37
51.4,17000000,11,14,2,1,61,68
55.0,17000000,7,7,2,1,3,133
50.0,16900000,1,10,2,1,83,161
58.0,17000000,16,22,2,1,88,116
67.9,16990000,9,11,2,1,12,177
45.0,16950000,3,9,2,1,97,149
59.1,17100000,3,16,2,1,5,5
59.0,17200000,20,22,2,1,51,57
44.6,17500000,6,20,2,1,50,189
53.6,17500000,14,23,2,1,25,214
51.9,17500000,8,12,2,1,1,92
46.0,17450000,8,25,2,1,65,205
52.0,17600000,17,33,2,1,61,159
54.0,17550000,9,17,2,1,5,24
53.5,17700000,14,25,2,1,58,114
44.1,17800000,7,9,2,1,3,86
58.0,17800000,11,12,2,1,72,184
63.0,18000000,17,24,2,1,72,93
58.1,18000000,2,17,2,1,18,121
31.9,17900000,8,23,2,1,29,34
35.0,18000000,2,5,2,1,95,311
54.0,17950000,11,17,2,1,66,13
47.0,17940000,3,14,2,1,65,205
43.4,18200000,2,5,2,1,38,60
61.5,18400000,21,22,2,1,77,126
51.8,18500000,3,14,2,1,34,216
53.3,18500000,6,14,2,1,82,123
47.1,18500000,6,12,2,1,30,75
56.3,18800000,6,24,2,1,6,26
54.0,18700000,9,17,2,1,107,171
54.8,18800000,1,14,2,1,119,196
54.0,18999999,1,25,2,1,17,18
57.3,18850000,18,22,2,1,71,15
55.7,18900000,11,13,2,1,67,82
52.8,19100000,18,19,2,1,68,226
54.0,19500000,9,31,2,1,21,22
41.0,19500000,2,11,2,1,37,43
66.4,19490000,3,7,2,1,106,169
63.7,19500000,19,33,2,1,25,54
38.0,19500000,7,9,2,1,104,165
50.0,19600000,7,21,2,1,21,22
56.0,20550000,10,25,2,1,48,6
61.8,20500000,22,24,2,1,113,193
49.8,20499000,16,33,2,1,11,183
40.5,20500000,3,5,2,1,13,14
58.0,20790000,10,17,2,1,18,19
52.0,20990000,15,17,2,1,35,297
52.8,20950000,5,16,2,1,22,74
38.4,21000000,3,11,2,1,96,74
50.0,21400000,12,16,2,1,1,186
57.9,21300000,9,22,2,1,110,160
63.7,21500000,6,17,2,1,10,11
65.2,21500000,6,12,2,1,40,46
52.4,21900000,12,14,2,1,95,167
43.2,22000000,9,22,2,1,1,92
60.8,22000000,8,21,2,1,57,159
52.0,22250000,9,22,2,1,111,229
65.0,22500000,2,14,2,1,91,121
70.6,22399999,2,21,2,1,7,64
59.7,22500000,2,19,2,1,80,119
56.4,22500000,2,17,2,1,30,312
60.0,22300000,3,25,2,1,69,89
57.0,22700000,3,24,2,1,107,171
51.1,22900000,8,8,2,1,104,292
40.0,22999990,20,21,2,1,29,69
40.0,23000000,16,24,2,1,29,69
65.3,23500000,3,22,2,1,52,59
63.4,23650000,17,17,2,1,88,110
58.0,23900000,2,9,2,1,95,167
38.0,23900000,2,10,2,1,38,60
44.3,23850000,8,8,2,1,83,83
54.6,23800000,13,17,2,1,13,227
59.4,24100000,18,18,2,1,77,126
75.2,24000000,2,16,2,1,70,148
61.8,23990000,2,8,2,1,37,42
69.0,24000000,6,18,2,1,96,146
65.0,24000000,4,4,2,1,95,311
56.2,23990000,8,14,2,1,42,49
57.3,24000000,11,14,2,1,29,69
50.0,23990000,8,24,2,1,96,146
52.0,24000000,6,14,2,1,45,98
53.0,24250000,13,17,2,1,43,234
52.0,24350000,3,14,2,1,22,74
55.0,24250000,23,31,2,1,21,22
69.3,24500000,4,8,2,1,1,92
56.1,24700000,2,17,2,1,96,119
59.35,25000000,9,14,2,1,90,118
65.3,24900000,4,5,2,1,38,60
57.4,24900000,2,9,2,1,106,313
45.0,25200000,9,35,2,1,48,230
62.8,25450000,11,19,2,1,109,188
69.1,25500000,2,21,2,1,3,3
64.0,25500000,4,4,2,1,44,224
62.1,25400000,21,24,2,1,59,125
61.0,25500000,10,29,2,1,111,108
42.0,25900000,4,5,2,1,38,44
61.6,25900000,3,13,2,1,15,16
60.0,26000000,2,21,2,1,21,22
61.0,25990000,8,21,2,1,21,22
61.7,26500000,17,23,2,1,88,120
60.3,26500000,15,17,2,1,63,76
50.0,26700000,3,14,2,1,44,63
62.0,27000000,13,21,2,1,21,22
68.0,27000000,4,6,2,1,22,287
45.0,27000000,12,13,2,1,38,34
54.2,27000000,9,10,2,1,83,233
65.9,27500000,9,25,2,1,30,75
66.0,27500000,2,5,2,1,67,61
67.4,27500000,8,18,2,1,111,235
60.4,27500000,10,12,2,1,37,107
50.0,27500000,1,12,2,1,9,147
63.3,27700000,3,23,2,1,34,302
70.0,28000000,12,21,2,1,21,22
59.0,28000000,7,8,2,1,26,31
48.4,28000000,2,7,2,1,44,63
43.0,27900000,9,25,2,1,47,128
67.2,28000000,5,9,2,1,42,172
44.0,28200000,17,34,2,1,24,29
48.4,28500000,2,12,2,1,16,17
70.6,28900000,10,19,2,1,111,229
58.0,28850000,7,25,2,1,21,22
67.2,28700000,14,14,2,1,119,196
50.0,29000000,12,28,2,1,21,22
67.5,29000000,11,31,2,1,78,99
70.0,29000000,3,11,2,1,105,107
53.0,29000000,3,14,2,1,22,139
49.0,29500000,17,28,2,1,21,27
50.0,29500000,5,13,2,1,21,27
75.9,29700000,3,6,2,1,29,176
57.0,30000000,3,29,2,1,21,22
52.5,30000000,10,12,2,1,43,134
50.0,29990000,12,19,2,1,119,196
66.0,29990000,9,28,2,1,21,22
62.0,30000000,2,24,2,1,23,152
47.0,30400000,14,25,2,1,11,12
51.4,30300300,13,16,2,1,105,192
67.0,30500000,19,20,2,1,22,28
51.5,30990000,5,12,2,1,45,52
68.1,30800000,3,30,2,1,6,122
79.7,31200000,2,28,2,1,78,136
44.0,31600000,5,8,2,1,9,145
63.4,31600000,2,8,2,1,94,141
50.3,31500000,18,21,2,1,30,35
50.2,31500000,6,12,2,1,45,52
55.6,32000000,3,6,2,1,140,9
68.0,32000000,3,24,2,1,24,109
63.3,32500000,4,19,2,1,22,139
54.0,32624640,7,22,2,1,11,12
57.0,32590000,10,12,2,1,37,42
50.0,32500000,5,23,2,1,88,110
63.0,32800000,13,29,2,1,59,125
70.0,33000000,13,21,2,1,21,22
67.0,33000000,17,34,2,1,45,314
60.0,32999000,8,20,2,1,44,63
76.0,33900000,4,20,2,1,22,74
64.0,33920000,12,14,2,1,104,165
58.0,33800000,7,29,2,1,21,22
63.3,34000000,12,14,2,1,22,23
44.0,34000000,6,6,2,1,110,314
73.0,33999999,17,18,2,1,5,312
60.9,34000000,10,11,2,1,26,305
60.0,34900000,14,30,2,1,6,122
56.8,35000000,16,20,2,1,21,22
55.8,35000000,8,12,2,1,45,52
77.3,35950000,7,23,2,1,29,34
50.0,35800000,1,13,2,1,30,288
70.6,37000000,9,14,2,1,29,166
102.0,37000000,13,19,2,1,19,4
67.8,37000000,15,18,2,1,101,21
62.0,37199000,5,7,2,1,44,63
54.9,38000000,2,23,2,1,111,108
104.7,39000000,4,5,2,1,44,63
70.0,38900000,9,24,2,1,50,189
83.0,39950000,1,4,2,1,27,32
69.0,40990000,7,14,2,1,30,75
74.5,41500000,8,12,2,1,22,23
83.3,41850000,14,21,2,1,30,35
70.0,42500000,17,31,2,1,30,50
54.8,44421428,4,6,2,1,9,147
58.4,45114000,3,6,2,1,9,147
63.0,45000000,4,8,2,1,62,200
72.3,47500000,6,6,2,1,106,315
65.1,48000000,13,17,2,1,44,63
56.3,47850000,1,8,2,1,9,9
98.0,48500000,13,22,2,1,59,125
57.0,49900000,1,6,2,1,38,17
70.0,50000000,7,17,2,1,16,144
80.0,53900000,10,14,2,1,22,139
68.2,58000000,2,9,2,1,16,63
77.4,59000000,8,19,2,1,106,291
70.0,59900000,3,7,2,1,104,201
63.0,62000000,4,11,2,1,62,200
66.4,62000000,8,8,2,1,140,9
68.0,64000000,7,8,2,1,140,9
64.8,65000000,6,9,2,1,104,165
63.8,25314894,4,5,2,1,20,129
79.9,31687000,5,8,2,1,110,160
100.0,46900000,1,19,2,1,29,34
27.0,5999999,1,7,2,1,3,155
48.0,12600000,7,9,2,1,101,4
44.1,9100000,7,9,2,1,120,21
49.5,52500000,3,6,2,1,9,10
57.3,22750000,8,9,2,1,26,305
52.0,14400000,10,12,2,1,69,89
55.0,25500000,2,8,2,1,62,200
75.0,35500000,11,26,2,1,30,50
50.2,14000000,5,17,2,1,74,94
47.0,18500000,7,9,2,1,24,109
46.2,12500000,6,12,2,1,86,219
38.9,9800000,10,12,2,1,23,25
69.6,18000000,23,24,2,1,50,189
51.0,22000000,5,5,2,1,119,196
44.1,17450000,3,9,2,1,70,142
75.0,31500000,11,29,2,1,70,137
44.0,11900000,1,24,2,1,54,65
62.0,36500000,20,23,2,1,7,170
66.2,54500000,7,27,2,1,44,63
42.2,14900000,15,26,2,1,77,96
53.2,15500000,4,4,2,1,82,120
45.9,14700000,3,5,2,1,88,120
37.0,7950000,8,9,2,1,46,33
64.7,16922200,9,10,2,1,82,89
43.6,12500000,2,5,2,1,77,230
75.7,34500000,4,4,2,1,27,32
40.0,11700000,10,15,2,1,12,48
58.0,16450000,6,14,2,1,141,300
44.0,13279000,4,5,2,1,50,125
57.0,32990000,23,36,2,1,29,34
44.8,14400000,6,12,2,1,109,211
44.8,16100000,5,9,2,1,68,226
62.65,32000000,10,20,2,1,22,97
45.1,14000000,4,5,2,1,63,38
70.0,40000000,4,23,2,1,7,170
38.9,11600000,4,12,2,1,49,104
38.2,14500000,8,12,2,1,122,84
77.5,39800000,3,3,2,1,7,79
43.0,15500000,8,9,2,1,122,61
49.5,53000000,3,6,2,1,9,10
69.8,53031681,4,8,2,1,9,9
44.5,10999000,9,9,2,1,4,77
58.6,22500000,12,17,2,1,65,135
63.0,22500000,4,8,2,1,40,238
34.0,8700000,2,9,2,1,101,4
38.7,10800000,2,12,2,1,76,21
58.5,15250000,17,17,2,1,20,21
46.7,15500000,2,12,2,1,59,125
54.5,15000000,3,5,2,1,17,18
39.5,16990000,11,12,2,1,80,119
54.3,39000000,8,9,2,1,16,316
56.2,15800000,14,19,2,1,23,26
37.0,21500000,8,10,2,1,22,97
121.0,44999999,2,20,2,1,118,87
67.5,55000000,20,21,2,1,44,52
82.1,45000000,10,21,2,1,1,186
70.0,20500000,19,23,2,1,107,171
46.0,11999999,5,5,2,1,44,52
38.0,14000000,9,12,2,1,93,233
53.0,17500000,8,12,2,1,84,55
46.3,8500000,7,12,2,1,100,33
44.2,9450000,5,9,2,1,82,171
55.0,18900000,2,8,2,1,34,216
43.0,11499999,5,5,2,1,50,150
53.0,27000000,18,28,2,1,19,20
57.8,14450000,2,22,2,1,66,80
67.23,32000000,8,17,2,1,122,84
44.4,14000000,7,12,2,1,54,65
73.0,62500000,2,4,2,1,16,307
83.4,59900000,8,13,2,1,30,35
55.0,11400000,5,12,2,1,77,25
44.2,12000000,1,5,2,1,29,176
60.1,16000000,9,17,2,1,15,153
43.0,33500000,15,21,2,1,7,289
45.0,24500000,3,5,2,1,14,1
52.6,11500000,6,12,2,1,4,77
49.0,25500000,16,33,2,1,29,34
60.7,21000000,2,19,2,1,43,181
50.9,13800000,5,16,2,1,36,151
57.1,43900000,4,9,2,1,16,316
44.1,14150000,5,9,2,1,56,138
77.0,53000000,4,8,2,1,9,200
54.6,39000000,2,8,2,1,62,200
38.0,10900000,9,9,2,1,20,21
42.8,15000000,5,12,2,1,34,107
91.8,43490000,13,19,2,1,101,4
59.7,11200000,3,22,2,1,79,33
70.5,31000000,2,23,2,1,40,46
63.0,29900000,14,16,2,1,5,5
50.9,19100000,4,16,2,1,92,118
46.3,8450000,7,12,2,1,100,33
43.0,33333000,15,21,2,1,7,289
85.0,20800000,10,22,2,1,4,77
53.0,26500000,18,28,2,1,19,20
47.7,12900000,12,12,2,1,88,108
43.6,17600000,4,9,2,1,3,133
48.0,12300000,7,9,2,1,101,4
57.5,14900000,10,17,2,1,74,94
62.57,12390000,4,18,2,1,10,11
45.0,14600000,5,12,2,1,59,125
69.0,61998000,9,14,2,1,30,75
51.0,17400000,4,16,2,1,77,126
80.0,36500000,4,4,2,1,27,32
48.0,14500000,6,14,2,1,68,142
61.0,17500000,6,16,2,1,10,225
59.2,23000000,9,9,2,1,62,200
53.0,18500000,8,14,2,1,88,120
70.0,46900000,1,19,2,1,29,34
38.5,13500000,5,12,2,1,110,144
45.0,15950000,3,9,2,1,11,110
57.0,34000000,23,36,2,1,29,34
50.0,35000000,11,13,2,1,43,134
46.0,11000000,9,9,2,1,64,317
44.0,15500000,4,9,2,1,36,175
36.0,19900000,3,8,2,1,1,186
44.0,14500000,2,5,2,1,82,120
57.4,15900000,11,17,2,1,88,120
53.4,17600000,6,17,2,1,15,16
60.5,19990000,6,25,2,1,93,96
50.7,19990000,2,17,2,1,47,128
57.4,14600000,4,5,2,1,84,104
42.0,24900000,19,19,2,1,37,42
50.1,20000000,2,17,2,1,30,35
39.0,12990000,8,9,2,1,109,188
42.2,14400000,15,26,2,1,77,96
48.2,11800000,2,5,2,1,76,21
61.3,24000000,20,25,2,1,111,108
51.0,28499000,18,27,2,1,42,92
69.8,52760249,4,8,2,1,9,9
54.0,15299000,4,17,2,1,66,80
47.6,16990000,11,14,2,1,37,309
46.0,14500000,6,12,2,1,69,318
61.4,60000000,3,9,2,1,37,319
43.3,25000000,8,26,2,1,77,96
76.0,59900000,8,14,2,1,22,28
52.0,24500000,3,8,2,1,37,134
45.0,18490000,9,9,2,1,29,69
40.4,14500000,12,13,2,1,52,59
82.0,45000000,10,21,2,1,1,186
47.6,12450000,3,9,2,1,112,11
44.5,12200000,2,5,2,1,122,84
46.0,11890000,1,9,2,1,4,4
30.0,12900000,2,5,2,1,77,25
37.8,14700000,7,12,2,1,114,222
50.9,12400000,4,14,2,1,35,297
38.4,10790000,12,14,2,1,73,153
79.5,41000000,12,22,2,1,105,107
57.7,22000000,8,17,2,1,107,171
50.0,17500000,11,16,2,1,110,144
44.0,10990000,9,9,2,1,57,68
39.1,13500000,9,12,2,1,99,68
60.0,17500000,20,25,2,1,89,117
42.3,12900000,1,5,2,1,105,192
69.5,21900000,3,14,2,1,75,98
38.6,10800000,8,12,2,1,122,129
44.0,12600000,4,5,2,1,101,21
64.5,44500000,2,6,2,1,140,9
53.0,16900000,16,22,2,1,11,110
70.0,37000000,3,7,2,1,37,42
51.8,13900000,16,16,2,1,112,191
58.0,26000000,5,9,2,1,104,292
41.0,13970000,5,8,2,1,119,87
57.1,31000000,5,8,2,1,118,227
45.0,12800000,3,9,2,1,52,59
42.7,29200000,8,8,2,1,9,145
47.2,12100000,4,12,2,1,32,37
45.1,24500000,5,12,2,1,104,165
49.6,17700000,2,5,2,1,17,77
45.7,10880000,1,12,2,1,41,151
51.0,25700000,10,22,2,1,111,229
62.0,18000000,1,8,2,1,118,227
45.9,14400000,3,5,2,1,88,120
56.3,10999000,7,17,2,1,2,2
60.8,27000000,2,30,2,1,3,58
54.0,15500000,2,5,2,1,63,76
41.7,11000000,6,12,2,1,117,33
51.2,50000000,7,7,2,1,16,17
37.4,11200000,4,12,2,1,57,159
53.1,22000000,8,15,2,1,78,99
47.0,19650000,5,5,2,1,118,227
45.1,11900000,8,9,2,1,4,77
45.0,16300000,5,9,2,1,29,71
47.6,21000000,6,9,2,1,93,161
60.0,20900000,7,8,2,1,83,140
78.0,45000000,3,24,2,1,30,73
53.4,13900000,13,17,2,1,12,48
57.0,26000000,3,8,2,1,37,134
35.7,23350000,10,27,2,1,7,64
53.3,30900000,8,8,2,1,9,10
65.8,32000000,20,20,2,1,1,1
45.1,12350000,4,9,2,1,12,177
53.0,37900000,11,36,2,1,29,34
68.0,35900000,17,28,2,1,78,136
48.7,15999000,5,18,2,1,1,1
49.0,19000000,4,5,2,1,37,107
42.8,12500000,1,5,2,1,80,105
54.0,33990000,16,31,2,1,29,176
38.0,24990000,3,20,2,1,22,97
70.0,53000000,10,17,2,1,30,73
57.0,12650000,16,18,2,1,2,2
38.0,9500000,1,12,2,1,81,41
46.2,11900000,1,12,2,1,73,47
44.4,12000000,6,9,2,1,52,59
37.6,12000000,6,9,2,1,109,188
47.1,12100000,2,12,2,1,51,57
40.0,12700000,3,14,2,1,85,18
46.0,13200000,9,9,2,1,72,93
45.0,13500000,2,5,2,1,21,102
44.9,14100000,5,5,2,1,55,51
60.0,14900000,1,22,2,1,123,223
37.3,13800000,4,9,2,1,40,309
55.5,14000000,4,5,2,1,17,18
51.0,30800000,12,14,2,1,30,75
55.7,16200000,3,5,2,1,34,39
58.6,17000000,6,8,2,1,19,4
58.5,15050000,17,17,2,1,20,21
42.2,20900000,2,8,2,1,118,14
45.8,15500000,6,12,2,1,61,68
51.0,15500000,5,17,2,1,28,33
46.8,29000000,16,21,2,1,29,69
82.79,29500000,13,18,2,1,75,95
45.2,30500000,3,10,2,1,44,63
51.9,24500000,2,8,2,1,38,60
34.0,31500000,2,8,2,1,44,63
44.5,11800000,5,9,2,1,49,55
42.4,8400000,5,16,2,1,15,206
51.2,13399000,12,14,2,1,65,135
43.4,11500000,8,9,2,1,54,130
92.5,42838000,3,17,2,1,59,140
67.0,49900000,7,7,2,1,38,60
46.8,16380000,5,12,2,1,43,51
41.0,14250000,5,5,2,1,44,63
59.0,58900000,5,17,2,1,16,72
40.0,11500000,5,5,2,1,109,211
35.0,10500000,4,6,2,1,75,98
70.3,32800000,15,33,2,1,8,70
66.8,15800000,3,21,2,2,126,229
70.01,16990000,4,5,2,2,132,262
31.9,8450000,3,3,2,2,132,262
42.7,4250000,2,2,2,2,106,31
73.0,24300000,4,4,2,2,135,259
45.9,16910000,16,22,2,2,124,229
