total_meters,price,floor,floors_count,rooms_count,location,district,underground
32.2,11300000,2,13,1,2,126,267
28.3,5500000,2,9,1,2,133,277
31.0,4660000,4,9,1,2,129,246
43.6,11990000,5,6,1,2,137,275
34.9,12850000,7,12,1,2,137,278
50.0,14000000,12,18,1,2,132,276
31.2,4900000,1,5,1,2,137,27
45.0,14400000,9,19,1,2,132,276
30.9,5200000,1,5,1,2,127,196
44.3,15990000,4,7,1,2,132,276
46.0,13700000,4,12,1,2,124,267
40.1,5950000,11,13,1,2,130,253
48.0,14980000,6,15,1,2,129,246
37.4,10499800,8,25,1,2,137,265
74.4,35900000,10,11,1,2,131,134
59.4,34990000,6,8,1,2,131,279
30.8,6250000,3,5,1,2,137,265
37.6,13900000,5,15,1,2,132,276
57.3,32000000,4,8,1,2,131,279
43.0,6450000,12,12,1,2,138,253
53.2,27900000,3,8,1,2,131,251
29.0,6900000,3,9,1,2,124,229
38.0,8100000,23,25,1,2,106,252
38.8,9900000,6,12,1,2,124,224
33.0,6666000,6,25,1,2,124,241
36.7,7200000,7,10,1,2,137,265
38.6,7200000,13,27,1,2,126,254
36.1,6800000,11,13,1,2,106,242
41.0,11500000,13,13,1,2,124,267
40.4,8500000,15,16,1,2,127,267
30.9,6830000,6,9,1,2,127,250
36.2,11800000,3,14,1,2,124,261
35.6,8290000,8,17,1,2,127,280
30.0,6950000,1,5,1,2,124,261
48.0,20600000,3,10,1,2,129,280
53.5,13600000,4,24,1,2,127,196
39.8,14370000,8,10,1,2,125,281
37.9,15000000,22,25,1,2,127,244
32.0,5386500,6,9,1,2,129,246
25.6,5000000,8,9,1,2,125,242
30.6,5900000,5,5,1,2,128,272
29.1,6100000,4,9,1,2,133,271
35.0,6100000,9,9,1,2,126,268
37.7,6500000,1,12,1,2,106,31
35.2,5100000,14,15,1,2,106,31
38.0,6968490,7,9,1,2,129,246
36.0,7300000,20,27,1,2,126,254
35.0,7590000,14,25,1,2,124,241
35.0,7400000,5,6,1,2,124,224
38.0,7999000,11,12,1,2,124,248
38.5,9500000,4,9,1,2,132,276
37.2,9600000,14,25,1,2,106,31
40.4,9899999,4,19,1,2,127,250
40.5,9900000,4,25,1,2,106,31
39.0,9950000,11,12,1,2,132,276
29.4,5680000,4,5,1,2,127,244
50.0,10400000,3,18,1,2,132,276
37.5,10449800,6,25,1,2,137,265
43.0,11500000,10,11,1,2,124,261
38.3,8500000,14,25,1,2,126,254
48.1,11750000,10,25,1,2,137,247
34.0,12450000,6,13,1,2,124,224
46.0,14794700,11,11,1,2,137,265
29.0,7000000,2,9,1,2,124,229
36.0,15400000,4,14,1,2,124,267
43.5,15500000,3,10,1,2,132,276
36.5,12300000,13,16,1,2,124,282
31.7,5500000,3,16,1,2,106,31
37.5,4600000,9,10,1,2,130,253
40.2,5250000,2,10,1,2,130,253
36.0,5490000,5,5,1,2,130,247
31.5,5650000,5,18,1,2,129,246
27.5,5690000,10,12,1,2,106,242
35.6,5990000,1,5,1,2,137,265
30.5,6300000,3,4,1,2,130,247
40.7,10290000,5,6,1,2,133,283
29.3,5000000,3,9,1,2,128,257
33.5,6999000,1,21,1,2,124,241
30.3,5250000,2,9,1,2,129,246
29.4,3900000,1,9,1,2,138,253
35.8,7250000,10,12,1,2,125,242
35.8,7250000,2,13,1,2,106,242
28.3,3990000,6,7,1,2,130,253
39.93,7490000,7,26,1,2,124,248
35.0,7450000,3,25,1,2,128,245
38.5,7650000,5,9,1,2,126,248
35.0,7999000,17,24,1,2,124,241
28.0,8000000,2,12,1,2,126,268
32.8,5200000,1,9,1,2,125,242
43.8,8900000,12,17,1,2,127,267
34.0,9050000,6,12,1,2,124,241
32.4,5000000,1,9,1,2,106,242
41.0,21000000,3,8,1,2,131,251
41.5,14250000,19,21,1,2,134,224
33.8,4700000,4,5,1,2,126,248
31.0,9200000,1,6,1,2,136,284
44.9,10999999,10,15,1,2,128,257
48.9,17399000,14,17,1,2,137,266
36.1,9600000,11,26,1,2,127,267
50.0,13299000,5,5,1,2,136,285
42.8,13350000,6,9,1,2,134,224
48.8,7900000,4,6,1,2,130,247
36.9,4900000,2,5,1,2,106,242
40.7,10990000,9,16,1,2,128,257
31.3,5150000,5,9,1,2,128,257
29.8,4970000,4,5,1,2,134,248
41.3,13900000,9,13,1,2,127,250
31.0,5050000,3,5,1,2,137,265
36.07,13800000,8,9,1,2,128,286
45.09,14300000,2,9,1,2,126,250
45.6,14800000,5,14,1,2,124,261
33.6,5800000,11,23,1,2,129,264
38.0,17300000,2,9,1,2,136,273
43.0,19550000,8,10,1,2,137,145
29.0,5800000,8,9,1,2,128,272
46.8,19990000,3,8,1,2,131,279
42.1,20490000,3,6,1,2,131,279
34.4,5900000,3,4,1,2,130,253
35.7,22500000,7,9,1,2,131,251
43.0,25000000,1,2,1,2,131,282
30.7,5900000,5,5,1,2,124,229
33.1,6100000,2,6,1,2,106,31
38.0,6330000,18,18,1,2,129,264
37.7,6390000,14,14,1,2,128,257
36.1,6450000,18,25,1,2,130,247
32.2,6450000,5,12,1,2,106,242
30.7,6700000,4,9,1,2,129,274
36.8,6750000,8,14,1,2,128,257
37.2,6700000,1,5,1,2,126,229
35.5,6850000,11,24,1,2,130,247
33.0,6800000,5,5,1,2,137,265
38.5,6800000,2,18,1,2,126,254
30.0,6990000,5,6,1,2,130,247
39.9,6950000,1,9,1,2,134,248
38.4,7000000,6,12,1,2,129,246
35.0,7000000,15,17,1,2,124,241
32.0,7050000,8,9,1,2,125,31
38.0,7100000,2,10,1,2,128,257
32.4,7200000,8,24,1,2,124,241
37.0,7150000,2,6,1,2,133,283
41.7,7300000,1,5,1,2,124,224
34.4,7300000,4,23,1,2,124,241
41.4,7300000,8,11,1,2,130,247
31.0,7300000,5,9,1,2,128,257
33.9,7300000,2,4,1,2,130,247
41.0,7300000,23,27,1,2,126,254
36.1,7500000,2,6,1,2,130,247
40.8,7400000,8,17,1,2,125,252
30.3,7600000,8,13,1,2,124,241
34.3,7800000,2,13,1,2,124,224
30.8,7700000,3,10,1,2,124,241
38.2,7990000,11,12,1,2,128,245
38.0,7900000,13,15,1,2,124,229
31.4,7800000,3,24,1,2,124,241
33.2,7999000,2,4,1,2,106,242
32.2,7995000,7,15,1,2,137,265
30.7,5149000,5,9,1,2,127,196
32.4,8250000,3,25,1,2,127,244
30.6,5350000,9,9,1,2,125,242
38.8,8300000,12,12,1,2,124,241
33.7,6897000,2,9,1,2,128,257
40.1,5000000,1,6,1,2,130,253
32.1,6100000,1,12,1,2,129,246
32.2,5100000,2,9,1,2,106,242
41.0,6798000,10,23,1,2,130,247
37.9,6840000,4,5,1,2,138,245
34.1,5190000,9,9,1,2,128,86
38.2,9800000,3,10,1,2,124,243
31.0,4800000,5,5,1,2,127,196
38.3,5850000,11,22,1,2,129,264
30.0,6200000,4,5,1,2,137,265
30.7,4500000,1,5,1,2,125,242
34.3,7200000,6,8,1,2,134,254
29.4,5500000,5,5,1,2,137,266
30.0,6000000,9,16,1,2,129,264
30.2,5100000,7,9,1,2,126,248
30.3,6600000,2,9,1,2,127,196
35.1,5449000,7,9,1,2,138,253
38.3,9800000,4,13,1,2,132,276
45.96,9100000,2,5,1,2,137,265
31.0,3750000,1,5,1,2,134,248
39.2,8250790,11,19,1,2,124,241
39.62,12000000,14,14,1,2,124,267
30.0,8400000,1,4,1,2,126,243
43.6,11000000,18,19,1,2,132,276
32.0,4400000,8,16,1,2,138,253
43.5,11900000,3,17,1,2,137,266
42.0,8700000,12,12,1,2,125,31
30.0,5170000,1,5,1,2,133,277
38.7,10999000,3,5,1,2,135,132
30.8,4900000,5,5,1,2,106,242
44.6,14700000,12,18,1,2,124,224
30.6,5400000,15,23,1,2,128,272
33.0,5090000,9,9,1,2,125,242
38.0,8850000,17,22,1,2,129,246
49.0,17800000,6,12,1,2,129,274
36.6,11500000,11,24,1,2,137,266
36.4,5000000,11,23,1,2,129,264
46.3,14250000,4,7,1,2,132,276
64.5,20000000,16,24,1,2,124,229
43.7,11300000,1,18,1,2,124,243
48.4,21400000,2,7,1,2,124,261
44.0,22299200,8,9,1,2,136,273
38.7,12090000,6,11,1,2,137,27
45.0,25990000,3,7,1,2,131,251
59.1,51000000,4,9,1,2,131,134
45.0,12400000,13,23,1,2,137,265
51.0,12800000,1,22,1,2,128,257
42.0,13000000,20,23,1,2,137,265
32.5,14200000,3,10,1,2,126,243
45.6,15990000,8,26,1,2,126,268
45.0,16500000,12,18,1,2,137,275
44.4,16500000,11,16,1,2,129,274
47.0,17000000,6,6,1,2,126,229
43.0,22000000,5,10,1,2,131,134
51.0,23000000,2,10,1,2,129,280
33.0,3900000,1,2,1,2,106,242
31.5,3990000,3,3,1,2,138,253
40.0,9800000,15,24,1,2,127,267
35.0,4900000,1,5,1,2,106,242
32.1,4527270,4,9,1,2,106,31
31.5,8250000,14,20,1,2,132,276
40.3,9250000,7,8,1,2,138,253
29.9,4040000,1,9,1,2,138,253
49.3,9390000,16,16,1,2,128,245
30.7,4850000,5,5,1,2,125,242
40.0,14000000,5,7,1,2,132,276
38.9,5700000,2,25,1,2,130,247
32.6,5250000,3,12,1,2,129,249
35.83,9400000,7,12,1,2,124,241
30.0,4900000,1,3,1,2,139,31
39.0,8170000,15,15,1,2,124,241
51.8,13900000,17,20,1,2,124,241
47.1,12250000,11,14,1,2,132,276
29.8,4500000,4,4,1,2,130,247
41.0,13380000,13,22,1,2,106,31
31.1,9250000,4,17,1,2,132,276
31.4,5170000,1,5,1,2,137,266
39.1,5380000,5,9,1,2,130,253
31.0,5700000,4,9,1,2,129,246
39.0,11000000,7,23,1,2,128,86
32.8,4750000,1,5,1,2,134,268
41.7,12700000,22,23,1,2,127,267
31.5,4450000,5,5,1,2,138,245
37.1,8600000,10,14,1,2,124,241
29.2,5200000,4,5,1,2,129,250
37.4,9400000,1,5,1,2,135,259
30.4,5000000,8,13,1,2,138,245
30.5,4650000,1,5,1,2,128,263
34.8,7900000,20,20,1,2,124,241
34.0,9400000,6,12,1,2,137,265
37.7,18850000,8,9,1,2,136,273
38.6,4560000,5,5,1,2,129,246
41.8,9750000,5,17,1,2,133,271
35.0,4300000,5,13,1,2,130,253
38.6,4190000,5,9,1,2,130,253
30.8,4700000,20,23,1,2,129,264
28.9,4990000,4,5,1,2,130,247
35.6,5000000,4,6,1,2,130,253
30.0,5000000,3,4,1,2,106,242
32.1,4200000,5,5,1,2,130,253
30.9,4590000,4,5,1,2,130,247
30.9,4920000,3,5,1,2,130,253
30.8,5200000,5,9,1,2,129,246
32.1,4300000,4,5,1,2,106,242
33.0,4250000,10,10,1,2,130,253
30.9,4700000,2,9,1,2,130,253
32.0,4800000,8,9,1,2,138,253
30.2,4290000,3,4,1,2,106,242
33.6,5250000,6,10,1,2,128,272
37.0,4280000,1,9,1,2,130,253
35.6,4900000,4,11,1,2,130,253
32.4,4760000,5,25,1,2,129,264
38.3,4300000,8,10,1,2,130,253
60.0,13000000,5,5,2,1,57,68
44.4,10150000,2,9,2,1,51,57
47.0,38000000,5,8,2,1,38,63
46.3,8550000,7,12,2,1,100,33
79.9,29469000,5,8,2,1,110,160
39.0,15690000,4,9,2,1,93,132
67.0,57000000,9,14,2,1,30,75
48.2,6050000,1,9,2,1,46,33
52.1,11300000,7,12,2,1,10,190
43.0,13300000,4,5,2,1,59,125
79.0,61500000,5,13,2,1,30,35
32.0,15990000,4,5,2,1,96,287
44.4,11000000,6,9,2,1,6,26
47.0,18700000,7,9,2,1,24,109
51.4,23500000,4,17,2,1,37,107
58.0,29960000,10,17,2,1,16,17
50.8,27500000,3,12,2,1,37,42
49.7,17000000,5,9,2,1,15,16
38.0,14000000,7,9,2,1,22,74
58.7,26602840,4,8,2,1,110,160
61.3,24400000,20,25,2,1,111,108
32.0,13950000,13,33,2,1,23,26
40.0,16490000,8,9,2,1,24,227
60.0,45000000,4,5,2,1,16,17
54.0,16490000,15,16,2,1,81,151
57.0,28000000,7,11,2,1,1,92
43.1,11200000,4,5,2,1,19,20
54.0,30000000,4,12,2,1,16,63
44.5,18950000,8,8,2,1,110,149
58.8,24400000,1,5,2,1,43,234
38.5,14000000,5,12,2,1,110,144
52.0,35800000,6,13,2,1,45,52
50.0,10950000,4,12,2,1,72,93
100.0,47000000,1,19,2,1,29,34
84.0,59000000,12,19,2,1,29,34
44.9,14340000,4,9,2,1,68,226
63.7,33500000,8,17,2,1,93,161
60.0,19700000,7,9,2,1,14,1
49.5,55000000,3,6,2,1,9,10
93.4,59000000,8,12,2,1,95,187
38.4,10000000,4,12,2,1,17,18
56.0,22200000,6,14,2,1,119,196
50.6,10599999,11,12,2,1,60,48
67.9,36600000,21,23,2,1,29,166
70.0,55900000,14,14,2,1,30,75
58.0,11300000,5,17,2,1,2,2
40.0,13200000,6,9,2,1,20,21
85.4,44000000,11,33,2,1,59,125
53.0,16950000,8,14,2,1,35,40
54.7,14490000,9,12,2,1,82,120
47.1,10699999,1,9,2,1,72,93
62.0,36900000,20,23,2,1,7,64
44.3,15300000,1,9,2,1,82,108
60.0,59000000,8,28,2,1,94,141
39.0,14750000,9,9,2,1,63,38
50.0,36000000,1,13,2,1,30,288
48.5,11590000,4,9,2,1,88,120
49.2,31000000,12,14,2,1,30,75
49.5,36000000,1,13,2,1,30,288
69.5,22300000,3,14,2,1,75,98
90.0,43900000,10,22,2,1,30,75
51.0,21000000,4,17,2,1,7,64
41.0,53000000,4,21,2,1,94,287
54.0,15599000,4,17,2,1,66,80
61.0,31000000,10,20,2,1,48,6
44.3,10700000,1,5,2,1,51,57
51.1,49990000,17,34,2,1,62,75
62.9,54000000,8,32,2,1,62,75
51.2,15000000,8,17,2,1,74,94
107.0,47000000,5,21,2,1,29,166
69.0,61999000,9,14,2,1,30,75
53.6,13500000,17,17,2,1,56,138
70.0,50000000,12,13,2,1,21,27
53.5,16590000,8,16,2,1,29,69
50.7,46000000,13,32,2,1,62,75
59.2,20300000,18,19,2,1,52,91
55.0,19000000,13,16,2,1,40,238
57.0,31800000,10,12,2,1,37,42
47.6,13500000,3,9,2,1,112,11
72.3,45000000,6,6,2,1,106,199
67.0,23800000,4,7,2,1,22,23
45.2,32500000,6,14,2,1,30,75
53.0,27500000,18,28,2,1,19,20
53.0,22600000,11,21,2,1,93,96
54.0,12650000,12,17,2,1,2,2
100.8,40000000,15,23,2,1,30,75
46.1,10800000,8,9,2,1,4,77
49.0,64000000,3,6,2,1,9,10
75.2,48700000,3,12,2,1,13,14
50.0,30300000,6,7,2,1,62,44
43.0,10950000,1,5,2,1,19,20
38.2,10700000,1,12,2,1,33,38
43.5,15790000,4,9,2,1,36,175
53.5,18750000,5,5,2,1,44,52
40.0,13900000,22,22,2,1,84,111
44.7,13300000,3,9,2,1,68,85
73.6,35900000,7,22,2,1,30,35
45.8,29900000,6,8,2,1,106,180
73.5,65000000,10,13,2,1,30,75
54.2,14800000,13,31,2,1,25,54
62.0,35500000,20,28,2,1,30,35
45.0,18900000,9,9,2,1,29,69
41.0,16990000,14,14,2,1,119,196
44.3,49400000,3,5,2,1,104,201
69.8,53422848,4,8,2,1,9,9
44.5,12800000,8,9,2,1,54,130
53.0,16950000,8,14,2,1,12,177
45.0,17500000,6,12,2,1,54,130
62.7,27000000,18,24,2,1,21,102
63.5,34000000,1,10,2,1,9,145
70.0,40500000,19,24,2,1,7,289
69.0,49900000,4,19,2,1,29,34
85.0,56500000,6,28,2,1,21,27
65.9,34500000,9,24,2,1,113,131
49.0,46999000,8,10,2,1,16,270
60.2,13200000,8,17,2,1,2,2
78.3,59600000,7,7,2,1,140,290
52.0,26500000,3,8,2,1,37,134
54.2,22500000,3,9,2,1,37,42
54.3,29000000,2,16,2,1,22,28
64.9,19500000,10,16,2,1,102,164
60.0,38000000,2,5,2,1,9,10
53.1,49900000,9,9,2,1,16,270
38.0,13700000,1,12,2,1,59,125
54.0,30500000,2,8,2,1,37,291
73.3,32500000,11,21,2,1,59,233
36.7,12300000,2,9,2,1,48,6
92.7,42500000,6,7,2,1,42,92
58.1,13900000,1,9,2,1,56,138
45.0,34999999,3,7,2,1,9,10
60.0,65000000,11,13,2,1,38,17
52.0,49950000,11,34,2,1,62,75
44.2,20780000,22,24,2,1,22,28
58.0,14450000,2,13,2,1,87,182
49.0,29450000,8,12,2,1,95,187
51.0,14000000,16,17,2,1,77,126
51.8,23000000,16,17,2,1,39,45
59.2,38500000,14,15,2,1,47,128
58.9,22000000,17,25,2,1,82,123
40.2,14500000,14,22,2,1,55,66
38.3,12500000,5,9,2,1,3,133
43.0,15999000,1,9,2,1,111,108
43.1,27700000,5,14,2,1,30,75
50.5,13200000,16,17,2,1,57,159
58.8,33000000,2,7,2,1,110,160
62.4,34000000,5,13,2,1,21,27
86.3,41000000,5,34,2,1,29,69
55.5,14300000,4,5,2,1,17,18
47.0,21490000,10,12,2,1,13,14
37.4,13999000,3,9,2,1,106,169
71.0,39800000,11,14,2,1,40,181
50.7,43100000,13,32,2,1,62,75
73.8,42800000,9,13,2,1,30,35
85.9,44000000,16,16,2,1,22,86
66.3,47000000,7,22,2,1,94,292
100.0,54000000,7,22,2,1,38,60
100.0,55000000,23,23,2,1,88,108
78.58,63988000,11,12,2,1,16,17
48.57,65569500,5,6,2,1,9,10
53.0,17500000,16,22,2,1,11,110
67.3,24650375,2,10,2,1,67,61
51.8,14000000,16,16,2,1,112,191
44.4,11000000,11,12,2,1,51,37
49.5,16500000,3,23,2,1,109,194
91.0,39750000,15,24,2,1,29,34
63.8,13779000,11,17,2,1,2,2
65.0,46000000,17,19,2,1,29,197
57.4,14650000,4,5,2,1,84,104
74.0,33950000,12,25,2,1,30,50
45.2,23300000,8,24,2,1,29,34
60.7,21500000,2,19,2,1,43,181
65.0,62000000,7,20,2,1,38,44
54.0,21000000,10,14,2,1,78,99
57.0,34500000,6,8,2,1,88,120
45.8,39600000,3,7,2,1,38,60
46.9,12600000,1,12,2,1,17,18
46.2,12500000,1,12,2,1,73,47
55.1,32500000,6,11,2,1,37,43
58.5,20200000,6,24,2,1,91,121
59.3,34000000,6,12,2,1,40,198
41.6,12990000,12,16,2,1,85,18
55.3,34800000,11,23,2,1,88,110
45.6,19000000,6,14,2,1,37,42
46.0,31000000,14,24,2,1,11,12
46.1,12700000,2,5,2,1,50,150
43.0,35500000,7,21,2,1,37,134
50.0,13200000,5,9,2,1,49,213
64.1,12600000,17,17,2,1,2,2
63.0,54100000,2,7,2,1,43,293
45.6,15480000,4,12,2,1,8,237
75.3,54000000,13,16,2,1,44,63
45.7,23000000,4,23,2,1,40,46
52.9,16400000,7,24,2,1,65,40
42.0,25800000,14,27,2,1,42,92
50.7,19990000,9,17,2,1,18,19
72.6,27500000,7,26,2,1,40,46
52.1,21099000,7,24,2,1,48,6
44.3,28200000,10,33,2,1,29,34
72.0,36990000,13,17,2,1,67,82
46.4,35000000,1,9,2,1,38,163
37.0,9900000,9,12,2,1,81,26
62.57,12500000,4,18,2,1,10,11
41.0,29900000,19,20,2,1,22,74
63.3,26000000,3,8,2,1,37,134
67.0,29900000,2,16,2,1,50,56
42.9,13800000,3,5,2,1,32,37
53.5,21102750,7,10,2,1,67,61
45.2,12800000,3,9,2,1,64,217
78.0,35500000,3,11,2,1,40,238
53.0,37800000,9,9,2,1,38,163
43.0,12499000,2,12,2,1,51,57
60.0,36000000,2,16,2,1,9,147
44.7,32000000,22,32,2,1,33,38
56.2,16500000,7,19,2,1,98,154
60.0,49950000,4,11,2,1,62,294
36.0,21990000,22,27,2,1,29,64
53.4,16600000,13,14,2,1,6,122
56.3,19790000,2,24,2,1,75,126
71.0,29800000,2,28,2,1,21,22
57.7,21700000,2,22,2,1,90,105
47.0,13300000,11,12,2,1,73,47
61.5,54200000,2,8,2,1,43,293
35.0,10300000,4,6,2,1,75,98
53.1,13999000,10,15,2,1,87,115
41.7,14890000,2,5,2,1,29,295
56.0,28450000,15,22,2,1,30,35
64.1,34999999,17,17,2,1,97,8
76.0,35000000,12,27,2,1,29,197
52.0,26000000,3,6,2,1,26,296
37.0,22000000,8,10,2,1,22,97
46.4,12500000,4,12,2,1,12,48
62.0,41200000,22,36,2,1,44,52
60.9,43000000,17,28,2,1,21,27
43.0,13000000,1,5,2,1,21,101
92.5,43883000,3,17,2,1,59,140
44.0,14000000,3,12,2,1,11,24
50.9,12500000,4,14,2,1,35,297
57.0,26000000,7,8,2,1,42,92
47.6,15100000,1,9,2,1,8,8
44.9,14500000,5,5,2,1,55,51
57.0,12975000,15,19,2,1,2,2
54.0,34690000,16,31,2,1,29,176
58.0,23200000,5,22,2,1,7,64
53.2,13199000,6,14,2,1,87,218
54.7,15200000,8,25,2,1,12,100
92.0,55950000,12,23,2,1,1,186
41.1,13299990,2,5,2,1,34,202
80.4,41000000,9,9,2,1,44,224
52.4,13200000,4,12,2,1,12,48
60.0,60000000,10,10,2,1,94,298
72.0,26300000,3,18,2,1,39,45
84.0,37500000,14,26,2,1,7,7
52.3,15500000,1,12,2,1,90,131
78.5,45000000,15,16,2,1,22,23
35.7,23000000,10,27,2,1,7,64
45.0,26000000,7,27,2,1,30,50
46.0,17000000,19,33,2,1,53,61
40.74,24500000,8,13,2,1,22,97
47.0,9100000,5,9,2,1,100,33
64.0,29500000,8,19,2,1,109,194
57.0,28000000,7,19,2,1,29,197
56.3,21500000,13,13,2,1,50,56
82.5,47900000,16,21,2,1,30,35
59.4,21500000,5,22,2,1,5,24
47.0,14990000,6,24,2,1,84,111
77.0,53000000,4,9,2,1,9,200
54.0,20000000,11,16,2,1,24,227
53.7,29900000,2,16,2,1,38,163
42.5,13500000,5,5,2,1,75,126
42.8,14100000,3,9,2,1,29,176
73.1,64500000,5,17,2,1,104,292
43.4,10890000,1,9,2,1,20,220
56.7,13700000,12,17,2,1,35,40
44.5,16400000,9,9,2,1,54,65
53.34,39975000,9,12,2,1,16,17
50.0,60500000,17,34,2,1,62,75
60.0,56000000,4,15,2,1,1,92
46.0,30500000,14,26,2,1,11,12
53.0,33000000,3,14,2,1,44,52
88.0,51900000,16,21,2,1,30,35
88.0,59350000,9,12,2,1,16,17
32.0,15700000,5,32,2,1,6,6
55.0,56000000,4,28,2,1,21,27
46.5,15700000,7,9,2,1,33,109
45.8,15999999,17,24,2,1,84,111
40.3,15990000,11,31,2,1,23,152
62.3,18500000,6,33,2,1,55,239
65.8,30000000,16,28,2,1,21,22
46.1,17290000,2,14,2,1,65,205
52.6,17500000,12,14,2,1,11,12
51.0,17950000,2,17,2,1,113,36
71.9,39000000,9,9,2,1,27,32
72.0,29000000,3,27,2,1,7,64
34.0,13850000,3,9,2,1,21,102
57.0,30900000,14,24,2,1,29,69
45.3,13500000,5,9,2,1,51,57
51.1,22000000,10,25,2,1,68,226
51.1,55000000,17,32,2,1,62,75
64.0,27500000,12,33,2,1,1,92
68.0,48000000,3,19,2,1,44,52
45.0,11000000,1,9,2,1,6,26
61.0,23000000,17,25,2,1,55,66
68.8,49900000,4,36,2,1,29,34
45.0,41000000,3,7,2,1,38,60
67.2,50499000,4,13,2,1,30,73
66.8,35500000,22,24,2,1,29,69
40.8,13500000,7,9,2,1,88,108
53.1,18400000,1,9,2,1,118,227
82.5,30000000,7,8,2,1,97,8
45.0,10100000,2,12,2,1,17,18
55.4,19500000,2,8,2,1,3,155
53.7,18150000,15,25,2,1,57,159
36.5,11000000,4,8,2,1,82,89
60.2,26500000,14,26,2,1,82,123
54.7,22300000,2,5,2,1,22,86
53.1,13950000,6,14,2,1,35,40
70.0,39800000,6,18,2,1,29,69
42.0,9700000,8,9,2,1,71,159
61.0,24900000,19,20,2,1,22,74
63.3,22390000,4,7,2,1,3,155
67.5,34000000,4,7,2,1,37,291
44.8,10400000,3,12,2,1,66,174
51.0,13850000,1,16,2,1,52,65
62.3,20000000,10,14,2,1,88,116
44.8,13500000,9,9,2,1,52,59
75.8,42000000,20,32,2,1,59,71
68.0,34950000,10,19,2,1,50,56
40.9,12500000,6,8,2,1,19,20
49.5,21500000,2,17,2,1,68,226
50.3,30000000,15,24,2,1,29,34
48.4,12950000,3,9,2,1,76,21
70.1,43000000,12,16,2,1,22,23
49.9,18000000,7,17,2,1,107,171
42.0,25900000,3,14,2,1,40,238
39.0,27500000,15,20,2,1,22,74
75.0,46700000,5,23,2,1,24,109
64.0,18900000,15,31,2,1,25,54
62.0,21200000,17,22,2,1,7,289
72.8,49000000,18,19,2,1,29,34
60.1,19990000,23,25,2,1,57,159
87.0,51200000,11,21,2,1,30,12
45.0,27490000,12,13,2,1,38,34
57.0,29700000,5,33,2,1,29,34
66.2,26499000,8,27,2,1,22,28
77.5,37999999,13,32,2,1,33,38
71.0,47500000,15,19,2,1,29,34
44.3,28200000,10,32,2,1,29,34
72.0,40000000,13,29,2,1,22,23
57.4,27900000,6,8,2,1,44,63
59.1,18200000,13,16,2,1,23,26
54.0,29900000,2,16,2,1,38,163
69.0,44000000,8,14,2,1,22,28
43.0,18100000,3,5,2,1,45,79
78.0,23000000,3,7,2,1,88,110
54.0,13000000,1,12,2,1,17,18
68.7,40000000,3,14,2,1,22,28
75.4,41700000,18,32,2,1,29,69
53.0,27000000,8,17,2,1,118,109
68.7,62000000,9,14,2,1,30,75
63.8,13950498,23,25,2,1,2,2
80.0,50000000,9,12,2,1,16,17
52.0,53000000,17,34,2,1,62,75
53.89,62000000,5,21,2,1,38,60
69.0,40500000,18,31,2,1,30,50
50.5,47975000,3,3,2,1,95,143
75.1,64490000,3,4,2,1,95,143
44.1,14190000,5,9,2,1,56,138
44.0,14200000,2,9,2,1,113,193
52.1,14400000,10,12,2,1,73,153
54.0,14500000,13,14,2,1,23,26
44.9,14400000,2,5,2,1,49,55
52.0,14400000,17,17,2,1,12,48
44.0,14490000,4,5,2,1,29,69
45.0,14500000,2,5,2,1,85,18
39.0,14700000,3,4,2,1,119,196
44.4,14900000,2,9,2,1,82,123
52.0,14890000,8,9,2,1,84,104
56.0,14900000,1,5,2,1,19,20
45.0,15000000,5,9,2,1,63,118
42.9,15000000,8,9,2,1,110,160
53.7,15100000,11,14,2,1,25,299
51.9,15100000,5,12,2,1,61,15
60.0,15100000,4,20,2,1,10,11
56.0,15280000,3,18,2,1,10,11
54.2,15300000,8,16,2,1,66,13
48.8,15500000,20,22,2,1,23,25
55.9,15450000,9,16,2,1,41,151
55.6,15500000,5,7,2,1,141,300
42.0,15500000,19,23,2,1,33,87
50.2,15500000,11,14,2,1,18,219
62.9,15600000,2,5,2,1,97,178
32.0,15700000,5,31,2,1,6,6
65.0,15600000,15,22,2,1,10,11
42.0,15700000,5,5,2,1,7,204
54.4,15600000,10,16,2,1,56,81
37.7,15600000,3,9,2,1,105,192
51.0,15880000,3,21,2,1,84,239
46.1,15800000,3,3,2,1,142,115
43.0,16000000,6,9,2,1,22,86
60.0,16000000,15,16,2,1,66,80
62.0,15990000,5,20,2,1,10,11
45.4,15999999,4,5,2,1,122,84
44.7,16200000,8,9,2,1,68,226
50.0,16250000,9,16,2,1,70,67
44.0,16500000,5,5,2,1,45,98
53.3,16800000,8,17,2,1,89,301
46.0,16750000,12,19,2,1,33,87
53.3,16950000,17,17,2,1,19,4
58.5,17200000,12,18,2,1,61,159
57.6,17200000,4,21,2,1,17,18
57.7,17200000,21,24,2,1,53,129
62.1,17200000,2,20,2,1,10,11
44.7,17500000,1,5,2,1,104,165
51.1,17500000,8,10,2,1,34,216
53.0,17450000,9,9,2,1,75,126
50.0,17450000,2,9,2,1,22,139
56.0,17500000,17,24,2,1,66,80
42.0,17800000,7,25,2,1,21,22
45.0,17850000,5,5,2,1,38,203
57.0,17800000,10,15,2,1,20,129
67.4,18000000,21,24,2,1,107,171
71.3,17900000,2,5,2,1,84,111
55.0,17950000,2,9,2,1,82,123
44.0,17900000,2,5,2,1,110,144
